Category,Nutrient Data Bank Number,Data.Alpha Carotene,Data.Beta Carotene,Data.Beta Cryptoxanthin,Data.Carbohydrate,Data.Cholesterol,Data.Choline,Data.Fiber,Data.Lutein and Zeaxanthin,Data.Lycopene,Data.Niacin,Data.Protein,Data.Retinol,Data.Riboflavin,Data.Selenium,Data.Sugar Total,Data.Thiamin,Data.Water,Data.Fat.Monosaturated Fat,Data.Fat.Polysaturated Fat,Data.Fat.Saturated Fat,Data.Fat.Total Lipid,Data.Major Minerals.Calcium,Data.Major Minerals.Copper,Data.Major Minerals.Iron,Data.Major Minerals.Magnesium,Data.Major Minerals.Phosphorus,Data.Major Minerals.Potassium,Data.Major Minerals.Sodium,Data.Major Minerals.Zinc,Data.Vitamins.Vitamin A - RAE,Data.Vitamins.Vitamin B12,Data.Vitamins.Vitamin B6,Data.Vitamins.Vitamin C,Data.Vitamins.Vitamin E,Data.Vitamins.Vitamin K
Yogurt,1287,0,6,0,3.94,10,15.2,0,1,0,0.197,9.95,90,0.233,12.4,3.56,0.044,83.56,0.486,0.076,1.23,1.92,115,0.021,0.04,11,137,141,34,0.6,90,0.52,0.055,0.8,0.04,0.2
Kefir,1289,0,0,0,4.77,5,15.2,0,0,0,0.15,3.79,171,0.135,3.6,4.61,0.03,89.7,0.31,0.053,0.658,1.02,130,0.009,0.04,12,105,164,40,0.46,171,0.29,0.058,0.2,0.02,0.1
Kefir,1290,0,3,0,10.2,5,15.2,0,0,0,0.105,3.39,178,0.21,3.6,9.21,0.03,84.82,0.262,0.041,0.533,0.9,119,0.009,0.04,11,96,154,37,0.44,178,0.31,0.06,1.5,0.06,1.2
Milk,1292,0,11,0,13.46,2,15.6,0,0,0,0.164,3.39,63,0.166,1.9,8.39,0.045,82.34,0,0,0,0,127,0.075,0.27,13,101,182,79,0.41,64,0.32,0.024,1,0.04,0.2
Yogurt,1293,0,7,0,3.98,13,15.1,0,0,0,0.208,9,1,0.278,9.7,4,0.023,81.3,2.136,0.469,2.395,5,100,0.017,0,11,135,141,35,0.52,2,0.75,0.063,0,0.01,0
Yogurt,1294,0,7,0,12.29,10,14.3,0,7,0,0.205,7.33,45,0.235,9.6,12,0.046,76.81,1.265,0.219,1.599,3,100,0.019,0,10,109,113,37,0.41,46,0.5,0.049,0,0.07,0.3
Yogurt,1297,0,3,0,9.54,5,33.4,0,0,0,0.201,8.64,110,0.24,9.7,9.54,0.038,78.76,0.846,0.203,1.465,2.5,100,0.018,0.04,10,119,123,40,0.46,110,0.64,0.05,0,0.02,0.2
Light ice cream,1302,0,10,2,32.75,8,20.4,0,2,0,0.113,1.54,92,0.206,1.8,18.46,0.045,61.77,0.819,0.137,1.813,3.08,62,0.02,0,12,84,174,46,0.66,93,0.36,0.038,13.8,0.09,0.3
Milk,1305,0,2,0,7.68,5,15.2,0,0,0,0.122,3.43,96,0.225,1.9,7.29,0.035,87.09,0.29,0.054,0.616,1.04,122,0.018,0.16,13,98,168,66,0.46,96,0.2,0.05,0,0,0.1
Spices,2003,113,378,24,47.75,0,54.9,37.7,1150,393,4.9,22.98,0,1.2,3,1.71,0.08,10.35,1.238,0.498,2.157,4.07,2240,2.1,89.8,711,274,2630,76,7.1,37,0,1.34,0.8,10.7,1714.5
Spices,2005,8,206,16,49.9,0,24.7,38,454,20,3.606,19.77,0,0.379,12.1,0.64,0.383,9.87,7.125,3.272,0.62,14.59,689,0.91,16.23,258,568,1351,17,5.5,18,0,0.36,21,2.5,0
Spices,2007,0,31,0,41.35,0,24.7,11.8,0,0,3.06,18.07,0,0.29,12.1,0.67,0.34,6.04,15.93,3.72,2.19,25.27,1767,1.37,44.9,440,547,1400,160,6.93,3,0,0.89,17.1,1.07,0
Spices,2009,2090,15000,3490,49.7,0,66.5,34.8,310,21,11.6,13.46,0,0.94,20.4,7.19,0.25,10.75,3.211,8.006,2.462,14.28,330,1,17.3,149,300,1950,2867,4.3,1483,0,2.094,0.7,38.14,105.7
Spices,2010,1,112,129,80.59,0,11,53.1,222,15,1.332,3.99,0,0.041,3.1,2.17,0.022,10.58,0.246,0.068,0.345,1.24,1002,0.339,8.32,60,64,431,10,1.83,15,0,0.158,3.8,2.32,31.2
Spices,2011,0,45,103,65.53,0,37.4,33.9,0,0,1.56,5.97,0,0.22,7.2,2.38,0.158,9.87,1.393,3.606,3.952,13,632,0.368,11.83,259,104,1020,277,2.32,8,0,0.391,0.2,8.82,141.8
Spices,2012,31,3407,175,52.1,0,97.1,10.4,2428,0,10.707,21.93,0,1.5,29.3,7.27,1.252,7.3,2.232,0.328,0.115,4.78,1246,1.786,42.46,694,481,4466,211,4.72,293,0,0.61,566.7,1.03,1359.5
Spices,2014,0,762,0,44.24,0,24.7,10.5,448,0,4.579,17.81,0,0.327,5.2,2.25,0.628,8.06,14.04,3.279,1.535,22.27,931,0.867,66.36,366,499,1788,168,4.8,64,0,0.435,7.7,3.33,5.4
Spices,2020,0,0,0,72.73,0,67.5,9,0,0,0.796,16.55,0,0.141,23.9,2.43,0.435,6.45,0.115,0.178,0.249,0.73,79,0.533,5.65,77,414,1193,60,2.99,0,0,1.654,1.2,0.67,0.4
Spices,2021,0,18,0,71.62,0,41.2,14.1,0,0,9.62,8.98,0,0.17,55.8,3.39,0.046,9.94,0.479,0.929,2.599,4.24,114,0.48,19.8,214,168,1320,27,3.64,2,0,0.626,0.7,0,0.8
Spices,2023,0,4806,70,60.56,0,43.6,40.3,1895,0,4.12,12.66,0,0.316,4.5,4.09,0.289,7.64,0.94,4.405,0.529,7.04,1990,1.133,82.71,346,306,1522,77,3.6,403,0,1.19,51.4,1.69,621.7
Spices,2024,0,18,0,28.09,0,122.7,12.2,568,0,4.733,26.08,0,0.261,208.1,6.79,0.805,5.27,22.518,10.088,1.989,36.24,266,0.645,9.21,370,828,738,13,6.08,2,0,0.397,7.1,5.07,5.4
Spices,2025,0,28,66,49.29,0,8.8,20.8,0,0,1.299,5.84,0,0.057,1.6,2.99,0.346,6.23,3.22,0.35,25.94,36.31,184,1.027,3.04,183,213,350,16,2.15,5,0,0.16,3,0,0
Spices,2026,0,0,0,79.12,0,39,15.2,0,0,0.321,10.41,0,0.08,14.3,6.63,0.457,5.39,0.202,0.31,0.219,1.04,384,0.59,3.9,113,322,985,73,4.05,0,0,0.718,23.4,0.27,4.1
Spices,2027,20,1007,7,68.92,0,32.3,42.5,1895,0,4.64,9,0,0.528,4.5,4.09,0.177,9.93,0.716,1.369,1.551,4.28,1597,0.633,36.8,270,148,1260,25,2.69,85,0,1.044,2.3,18.26,621.7
Spices,2028,595,26162,6186,53.99,0,51.5,34.9,18944,0,10.06,14.14,0,1.23,6.3,10.34,0.33,11.24,1.695,7.766,2.14,12.89,229,0.713,21.14,178,314,2280,68,4.33,2463,0,2.141,0.9,29.1,80.3
Spices,2029,17,1152,4,50.64,0,97.1,26.7,2428,0,9.943,26.63,0,2.383,14.1,7.27,0.196,5.89,0.761,3.124,1.378,5.48,1140,0.78,22.04,400,436,2683,452,5.44,97,0,0.9,125,8.96,1359.5
Spices,2030,12,310,25,63.95,0,11.3,25.3,454,20,1.143,10.39,0,0.18,4.9,0.64,0.108,12.46,0.739,0.998,1.392,3.26,443,1.33,9.71,171,158,1329,20,1.19,27,0,0.291,0,1.04,163.7
Spices,2031,0,21840,6252,56.63,0,51.5,27.2,13157,0,8.701,12.01,0,0.919,8.8,10.34,0.328,8.05,2.75,8.37,3.26,17.27,148,0.373,7.8,152,293,2014,30,2.48,2081,0,2.45,76.4,29.83,80.3
Spices,2034,0,1568,23,65.59,0,30.3,11.3,1107,7,2.97,9.59,0,0.191,7.2,1.8,0.264,9.31,1.206,1.936,3.29,7.53,996,0.843,35.3,224,171,684,27,3.14,132,0,1.32,12,1.32,805.4
Spices,2035,1,99,114,69.28,0,20.8,14.8,100,7,2.243,5.76,0,0.137,9.3,7.76,0.131,8.46,1.102,0.78,6.53,12.6,682,0.484,19.71,136,118,663,52,2.37,13,0,0.4,23.4,1.93,28.4
Spices,2038,0,3485,109,60.73,0,43.6,40.3,1895,0,5.72,10.63,0,0.336,3.7,1.71,0.754,7.96,1.87,1.76,7.03,12.75,1652,0.757,28.12,428,91,1070,11,4.7,295,0,2.69,32.4,7.48,1714.5
Spices,2042,0,2264,33,63.94,0,43.6,37,1895,0,4.94,9.11,0,0.399,4.6,1.71,0.513,7.79,0.47,1.19,2.73,7.43,1890,0.86,123.6,220,201,814,55,6.18,190,0,0.55,50,7.48,1714.5
Spices,2043,0,0,0,67.14,0,49.2,22.7,0,0,1.35,9.68,0,0.15,6.2,3.21,0.058,12.85,0.449,0.756,1.838,3.25,168,1.3,55,208,299,2080,27,4.5,0,0,0.107,0.7,4.43,13.4
Basil,2044,0,3142,46,2.65,0,11.4,1.6,5650,0,0.902,3.15,0,0.076,0.3,0.3,0.034,92.06,0.088,0.389,0.041,0.64,177,0.385,3.17,64,56,295,4,0.81,264,0,0.155,18,0.8,414.8
Mustard,2046,1,31,27,5.3,0,22.4,4.3,115,0,0.561,4.25,0,0.066,34,1.42,0.189,83.7,2.59,0.903,0.252,3.38,63,0.074,1.59,47,108,150,1100,0.64,4,0,0.069,0.4,0.35,1.5
Salt,2047,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0.42,0,0,0,0,50,0,0,0,0,2,38700,0,0,0,0,0,0,0
Vinegar,2048,0,0,0,0.93,0,0,0,0,0,0,0,0,0,0.1,0.4,0,93.81,0,0,0,0,7,0.008,0.2,5,8,73,5,0.04,0,0,0,0,0,0
Vanilla extract,2052,0,0,0,14.4,0,0,0,0,0,0.129,0.03,0,0.029,0,14.4,0.003,85.58,0,0,0,0,3,0.003,0.05,1,0,0,3,0.01,0,0,0.008,0,0,0
Vinegar,2053,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0.5,0.04,0,94.78,0,0,0,0,6,0.006,0.03,1,4,2,2,0.01,0,0,0,0,0,0
Capers,2054,0,83,0,4.89,0,6.5,3.2,0,0,0.652,2.36,0,0.139,1.2,0.41,0.018,83.85,0.063,0.304,0.233,0.86,40,0.374,1.67,33,10,40,2348,0.32,7,0,0.023,4.3,0.88,24.6
Horseradish,2055,0,1,0,11.29,0,6.5,3.3,10,0,0.386,1.18,0,0.024,2.8,7.99,0.008,85.08,0.13,0.339,0.09,0.69,56,0.058,0.42,27,31,246,420,0.83,0,0,0.073,24.9,0.01,1.3
Clif Z bar,3000,0,4,0,74.72,0,22.5,8.3,61,0,0.478,5.55,0,0.1,14.8,30.56,0.411,7.74,2.447,3.319,2.721,9.72,444,0.187,2.7,82,244,333,375,1.15,0,0,0.073,39.1,0.98,8.7
Babyfood,3001,0,1,0,86.68,0,9.1,0,2,0,0.057,0,0,0.01,1.9,57.4,0.015,12.89,0,0,0,0.02,12,0.037,0.24,7,9,54,89,0.03,0,0,0.014,8,0.01,0
Babyfood,3002,0,0,0,2.43,51,37.6,0,0,0,2.495,12.03,0,0.135,2.9,0,0.013,82.44,0.95,0.16,1.18,2.52,5,0.148,0.98,11,93,187,41,2.22,0,1.26,0.039,2.1,0.37,0.6
Babyfood,3003,0,0,0,2.43,51,37.6,0,0,0,2.495,12.03,0,0.135,2.9,0,0.013,82.44,0.95,0.16,1.18,2.52,5,0.148,0.98,11,93,187,41,2.22,0,1.26,0.039,2.1,0.37,0.6
Babyfood,3005,0,0,0,1.51,33,49.5,0,0,0,2.85,13.12,0,0.116,3.5,0,0.023,82.37,1.054,0.157,1.063,2.45,6,0.148,0.76,11,98,170,39,2.5,0,1.65,0.049,0,0.28,0
Babyfood,3008,0,0,0,3.7,24,45.2,0,0,0,2.633,11.3,2,0.154,14.2,0,0.139,80.5,1.803,0.51,1.267,3.8,6,0.065,1.03,13,81,204,44,2.25,2,0.1,0.252,2.1,0.13,0
Babyfood,3010,0,0,0,0.85,36,54.7,0,0,0,2.908,14.07,0,0.174,2.2,0,0.02,81.06,1.27,0.31,1.65,3.41,7,0.148,1.19,13,104,193,43,2.43,0,1.9,0.037,1.2,0.19,0.6
Babyfood,3012,0,0,0,0.1,61,43.2,0,0,0,3.255,13.7,6,0.152,11,0,0.014,77.5,3.56,1.92,2.03,7.9,64,0.045,1.4,13,97,141,49,1.21,6,0.4,0.2,1.7,0.25,1
Babyfood,3013,0,0,0,0,59,43.2,0,0,0,3.42,14,11,0.163,10.3,0,0.014,76,4.33,2.33,2.47,9.6,55,0.045,0.99,11,90,122,49,1.01,11,0.4,0.188,1.5,0.4,1.7
Babyfood,3014,0,0,0,1.5,78,43.2,0.2,0,0,2.005,14.6,3,0.197,10.3,1.4,0.017,68.3,6.267,2.986,4.094,14.4,73,0.045,1.56,14,121,106,267,1.01,3,0.4,0.103,1.7,0.37,0.4
Babyfood,3015,0,0,0,1.4,58,39.8,0,0,0,2.61,11.5,0,0.163,12,0,0.008,80.32,2.384,1.741,1.641,6.2,41,0.148,0.7,12,117,135,49,1.77,0,1.11,0.029,2.2,0.08,0
Babyfood,3016,0,0,0,1.4,58,39.8,0,0,0,2.61,11.5,0,0.163,12,0,0.008,80.32,2.384,1.741,1.641,6.2,41,0.148,0.7,12,117,135,49,1.77,0,1.11,0.029,0,0.08,0
Babyfood,3017,0,0,0,1.4,65,53.3,0.2,0,0,1.94,13.7,6,0.181,13.5,1.4,0.008,69.8,4.671,3.615,4.143,14.2,83,0.148,0.92,10,120,120,295,2.4,6,1.3,0.023,1.5,0.12,0
Babyfood,3019,0,102,76,76.61,0,14.5,2,81,0,0.334,0.82,0,0.046,1.4,68.65,0.041,19.09,0.092,0.664,0.364,2.24,18,0.242,1.05,9,23,312,14,0.14,12,0,0.201,179.9,0.96,2.5
Babyfood,3021,0,0,0,1.1,70,56.8,0.2,0,0,1.481,13.4,21,0.172,13.3,0.8,0.059,69.5,6.48,1.59,5.82,14.6,34,0.068,1.38,11,103,114,267,1.9,21,0.29,0.08,2.4,0.28,0.5
Babyfood,3023,0,6,4,85.79,0,11.5,3.8,45,0,28.767,6.19,0,2.267,6.2,17.84,1.563,3.62,0.306,0.527,0.143,2.3,535,0.213,24.74,60,448,196,13,17.46,1,0,1.8,1.3,10.33,1.3
Babyfood,3024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Babyfood,3026,0,46,14,12.22,0,3.6,1.3,20,0,0.138,0.31,0,0.027,0,9.78,0.019,87.14,0,0,0,0.14,0,0.035,0,5,11,141,0,0.05,4,0,0.039,15.9,0.1,0.8
Babyfood,3044,213,420,0,9.45,7,10.4,1.2,0,42,0.715,2.36,0,0.043,8.4,2.09,0.038,86.34,0.594,0.193,0.486,1.47,17,0.05,0.46,12,39,112,38,0.54,44,0.15,0.056,0.3,2.62,29.3
Babyfood,3045,154,338,0,9.4,4,10.4,1.1,12,250,0.751,2.5,0,0.055,8.4,2.43,0.048,86.7,0.447,0.079,0.411,1.1,14,0.039,0.36,7,44,72,35,0.36,35,0.24,0.047,1.5,0.81,6.7
Babyfood,3046,2,230,3,16.3,7,8,0.1,69,1632,1.65,3.6,32,0.14,13.4,0.59,0.12,76.5,0.57,0.48,0.96,2.2,54,0.04,0.8,7,56,32,282,0.35,51,0.05,0.09,0.1,0.42,9.4
Babyfood,3047,159,350,0,8.18,8,8.6,1.3,23,476,0.616,2.44,0,0.035,3.6,1.42,0.035,86.84,0.941,0.141,0.937,2.26,10,0.05,0.41,10,38,87,15,0.6,36,0.19,0.036,0.1,0.31,1.6
Babyfood,3048,0,6,0,11.2,7,3.2,0.5,2,0,0.79,3.5,19,0.09,6.6,0.79,0.04,81.7,0.7,0.17,1.53,2.6,102,0.041,0.6,9,81,18,264,0.43,19,0.06,0.05,0,0.03,0.2
Babyfood,3050,304,601,0,11.42,5,7.7,1.1,0,1030,0.967,2.57,0,0.068,8.4,2.72,0.048,84.17,0.497,0.185,0.543,1.37,15,0.03,0.53,11,35,122,30,0.53,63,0.03,0.064,0.2,0.07,0.8
Babyfood,3052,346,816,0,5.5,13,16.5,1.1,26,2575,1.313,5.1,0,0.065,4.5,1.39,0.014,86.9,0.44,0.1,0.58,1.2,9,0.072,0.72,11,44,142,106,0.87,82,0.51,0.074,3,0.5,2.5
Babyfood,3053,810,2545,11,8.84,7,16.5,1.3,51,627,0.789,2.21,0,0.048,2.2,2.34,0.008,84.94,0.82,0.19,0.87,3.6,17,0.03,0.35,10,33,145,31,0.38,246,0.18,0.063,0.2,0.49,5.2
Babyfood,3054,810,2545,11,8.84,7,16.5,1.3,51,627,0.789,2.21,0,0.048,2.2,2.34,0.008,84.94,1.289,0.298,1.367,3.6,17,0.03,0.35,10,33,145,31,0.38,246,0.33,0.063,0.2,0.49,5.2
Babyfood,3055,993,2165,0,6.36,12,9.9,1.8,58,0,0.7,2.03,0,0.06,2.2,2.16,0.03,84.3,3.12,0.9,2.84,6.93,19,0.036,0.33,15,24,127,38,0.35,222,0.09,0.083,0,0.57,11.6
Babyfood,3068,495,1060,0,7.81,8,10.5,1.7,40,0,1.51,3.53,1,0.105,3,2.69,0.055,85.05,1.814,1.07,0.341,3.22,27,0.048,0.49,13,52,143,25,0.41,110,0.02,0.07,0.1,0.21,1.9
Babyfood,3069,392,840,0,7.8,8,7.7,1.7,32,0,1.51,3.53,1,0.105,3,2.67,0.056,85.05,1.814,1.07,0.341,3.23,27,0.048,0.49,13,52,143,25,0.41,87,0.01,0.07,0.1,0.15,1.6
Babyfood,3070,313,674,0,7.2,4,6.4,1.1,40,0,0.293,1.6,0,0.032,1.4,1.72,0.017,89.1,0.425,0.9,0.278,1.7,37,0.279,0.27,5,24,66,16,0.22,69,0.12,0.037,1,0.51,6.9
Babyfood,3072,214,495,0,6.4,29,20.6,0.6,178,0,1.153,5.2,2,0.074,5.5,1.68,0.031,83.3,1.7,0.77,1.1,3.7,36,0.02,0.66,10,51,92,25,0.41,52,0.14,0.046,1.9,0.22,3.7
Babyfood,3073,938,2009,0,8.42,11,9.7,2.1,72,0,0.72,2.47,0,0.052,2.8,1.58,0.032,86.9,0.712,0.374,0.496,1.73,27,0.07,0.53,14,47,158,24,0.48,207,0.01,0.072,0.1,0.32,3.4
Babyfood,3077,39,282,0,8.4,5,6.4,1.5,341,290,0.56,1.7,16,0.05,6.4,1.2,0.06,87.3,0.58,0.144,1.23,2.1,14,0.11,0.5,24,50,133,11,0.4,41,0,0.11,2.9,0.23,2.1
Babyfood,3082,368,789,0,7.94,5,6.8,0.9,38,0,0.648,2.27,0,0.04,3,1.66,0.022,88.22,0.446,0.308,0.338,1.24,18,0.03,0.29,8,34,91,19,0.4,81,0.02,0.052,0.2,0.14,1.5
Babyfood,3083,410,927,0,9.57,4,7.7,1,134,1127,0.692,2.37,0,0.044,3.3,1.25,0.033,86.64,0.304,0.233,0.239,0.92,24,0.03,0.41,9,37,86,23,0.47,94,0.02,0.052,0.3,0.31,3
Babyfood,3084,998,2139,0,7.62,4,6.7,1.5,76,0,0.466,2.32,0,0.024,1.9,1.54,0.02,88.82,0.294,0.241,0.236,0.9,27,0.09,0.37,13,44,102,20,0.7,220,0.02,0.044,0.7,0.3,3.9
Babyfood,3085,976,2107,0,7.55,4,9.4,0.9,174,0,0.539,1.72,0,0.032,1.9,1.36,0.022,88.5,0.687,0.391,0.485,1.74,16,0.02,0.36,9,32,98,45,0.3,216,0.01,0.052,0.4,0.31,4.8
Babyfood,3089,0,5,0,8.95,7,10.5,0.7,0,0,0.516,3.14,14,0.076,3.8,1.27,0.038,85.25,0.581,0.103,1.291,2.11,66,0.02,0.21,8,86,67,88,0.4,15,0.27,0.036,0.1,0.02,0.2
Babyfood,3090,0,5,0,8.2,6,3.2,0.3,1,0,0.545,2.6,29,0.064,3.8,1.32,0.056,86.5,0.534,0.132,1.175,2,51,0.021,0.3,7,59,44,183,0.32,30,0.03,0.016,1.3,0.03,0.2
Babyfood,3091,15,197,17,6.29,0,22.6,2.2,526,0,0.361,1.2,0,0.079,0.1,1.88,0.026,91.85,0,0.116,0.039,0.17,39,0.03,0.67,20,41,146,7,0.22,18,0,0.038,0.3,0.07,42.4
Babyfood,3092,0,292,0,5.8,0,22.6,1.9,493,0,0.321,1.2,0,0.102,0.3,1.08,0.021,92.5,0.004,0.052,0.023,0.1,65,0.049,1.08,22,19,128,5,0.19,24,0,0.035,8.4,0.32,11.1
Babyfood,3093,0,288,0,5.7,0,22.6,1.3,487,0,0.23,1.2,0,0.04,0.4,1.06,0.02,92.6,0.008,0.102,0.044,0.2,27,0.03,0.4,19,22,116,37,0.1,24,0,0.03,1.7,0.31,11
Babyfood,3096,0,28,0,9,5,10,1.4,50,0,0.46,2.2,12,0.11,0.7,2.35,0.04,86.2,0.539,0.132,1.117,1.9,60,0.04,0.5,20,61,148,18,0.3,14,0.15,0.08,1.1,0.08,1.4
Babyfood,3098,0,16,0,7.7,0,4.8,1.9,0,0,0.132,1.3,0,0.043,0.1,6.09,0.011,90.1,0.019,0.036,0.016,0.1,14,0.07,0.32,14,14,182,83,0.12,1,0,0.024,2.4,0.03,0.2
Babyfood,3099,2602,5575,0,6,0,6.9,1.7,0,0,0.463,0.8,0,0.04,0.2,3.64,0.023,92.3,0.004,0.047,0.018,0.1,22,0.041,0.37,9,20,196,69,0.15,573,0,0.073,5.7,0.52,14.4
Babyfood,3100,2682,5745,0,7.2,0,8,1.7,230,0,0.497,0.8,0,0.041,0.2,3.16,0.024,91,0.009,0.093,0.036,0.2,23,0.047,0.39,11,20,202,49,0.18,591,0,0.08,5.5,0.52,12.5
Babyfood,3104,242,896,9,5.73,0,7.6,0.9,3527,0,0.683,0.81,0,0.048,0.2,3.37,0.029,92.66,0.02,0.04,0.02,0.2,24,0.03,0.32,14,21,185,5,0.19,85,0,0.07,0.3,0.55,4.7
Babyfood,3105,242,896,9,5.73,0,7.6,0.9,3527,0,0.683,0.81,0,0.048,0.2,3.24,0.029,92.66,0.02,0.04,0.02,0.2,24,0.03,0.32,14,21,185,5,0.19,85,0,0.07,0.3,0.55,4.7
Babyfood,3108,0,3863,0,13.2,0,13.1,1.5,0,0,0.358,1.1,0,0.033,0.7,4.05,0.028,84.8,0.004,0.044,0.021,0.1,16,0.081,0.37,13,24,263,22,0.21,322,0,0.093,9.9,0.52,1.4
Babyfood,3109,0,3982,0,14,0,13.1,1.5,0,0,0.384,1.1,0,0.034,0.7,4.24,0.026,84.1,0.004,0.044,0.021,0.1,16,0.1,0.39,12,24,243,18,0.11,332,0,0.113,9.6,0.52,1.5
Babyfood,3112,0,0,0,11.73,0,13.2,0.9,0,0,0.35,1,0,0.01,0.8,0.91,0.02,86.8,0.002,0.025,0.015,0.1,4,0.07,0.2,15,23,110,57,0.17,0,0,0.07,10.5,0.02,0.2
Babyfood,3114,362,1476,38,9.26,0,12.5,2,970,0,0.56,2,0,0.06,0.6,2.93,0.06,87.3,0.166,0.28,0.095,0.6,32,0.1,0.4,26,35,352,5,0.3,140,0,0.11,4.9,0.08,2.4
Babyfood,3115,0,11,2,11.56,0,3.4,1.9,5,0,0.087,0.19,0,0.017,0.3,10.48,0.04,87.68,0.004,0.03,0.02,0.36,4,0.031,0.08,4,8,86,2,0.02,1,0,0.041,64.5,0.22,0.6
Babyfood,3116,0,12,9,10.8,0,3.4,1.7,17,0,0.061,0.2,0,0.028,0.3,9.87,0.012,88.6,0.008,0.056,0.032,0.2,4,0.038,0.22,3,7,71,0,0.02,1,0,0.031,38.3,0.6,0.5
Babyfood,3117,0,2,2,10.3,0,3.4,1.7,9,0,0.063,0,0,0.027,0.3,8.48,0.012,89.5,0,0,0,0,5,0.035,0.22,3,6,77,1,0.04,0,0,0.03,37.8,0.6,0.3
Babyfood,3118,7,412,39,16.3,0,1.3,1.5,11,0,0.195,0.3,0,0.013,0.3,1.41,0.008,83.1,0,0,0,0,9,0.034,0.3,4,10,121,0,0.05,36,0,0.03,21.6,0.1,0.4
Babyfood,3119,20,26,5,14.1,1,8.6,2.1,357,0,0.512,1.4,2,0.047,1.3,1.23,0.013,83.6,0.116,0.176,0.076,0.4,20,0.034,0.28,8,33,90,43,0.19,5,0.02,0.041,2.1,0.04,0
Babyfood,3120,10,13,3,16.25,1,8.6,2.1,423,0,0.504,1.4,0,0.048,1.3,1.48,0.013,81.4,0.116,0.178,0.074,0.4,4,0.038,0.27,8,33,81,52,0.23,2,0.02,0.041,2.2,0.04,0
Babyfood,3121,11,124,0,8.36,0,32.2,2,1465,0,1.119,3.27,0,0.065,0.1,2.01,0.087,87.52,0.05,0.2,0.07,0.43,18,0.061,0.95,17,50,106,5,0.47,11,0,0.016,0.6,0.02,15.5
Babyfood,3122,8,178,0,10.3,0,14.7,3.9,1805,0,0.85,3.9,0,0.06,0.1,4.13,0.1,84.6,0.07,0.37,0.14,0.8,21,0.08,1,19,67,81,48,0.5,15,0,0.06,6,0.45,18
Babyfood,3127,0,2456,0,5.7,5,16.1,1.8,4505,0,0.216,2.5,23,0.104,2.4,2.33,0.015,89.6,0.332,0.133,0.702,1.3,89,0.06,0.62,55,54,191,49,0.31,227,0.06,0.075,8.7,0.83,196.7
Babyfood,3128,7,411,39,17.3,0,1.2,1.5,12,0,0.196,0.3,0,0.013,0.3,1.4,0.008,82.1,0,0,0,0,8,0.036,0.27,4,10,125,0,0.04,36,0,0.028,17.9,0.6,0.4
Babyfood,3129,17,17,0,15.3,0,4.1,1.6,0,0,0.183,0.4,0,0.031,0.6,0.38,0.012,84,0.01,0.019,0.035,0.1,5,0.04,0.2,10,7,88,0,0.06,2,0,0.115,16.7,0.6,0
Babyfood,3130,0,378,68,14.48,0,8.5,1.3,163,0,1.64,0.94,0,0.077,0.1,11.5,0.015,83.65,0.01,0.04,0.02,0.33,4,0.03,0.23,7,15,195,4,0.11,34,0,0.018,46.1,1.99,6.6
Babyfood,3131,0,378,68,14.48,0,8.5,1.3,163,0,1.64,0.94,0,0.077,0.1,11.5,0.015,83.65,0.01,0.04,0.02,0.33,4,0.03,0.23,7,15,195,4,0.11,34,0,0.018,46.1,1.99,6.6
Babyfood,3132,0,9,1,10.8,0,3.6,2.8,36,0,0.189,0.3,0,0.028,0.4,6.98,0.013,88.4,0.042,0.046,0.012,0.2,8,0.065,0.24,8,12,130,1,0.08,1,0,0.008,24.5,0.09,3.2
Babyfood,3133,0,10,1,11.6,0,2.3,2.8,38,0,0.188,0.3,0,0.03,0.4,7.34,0.014,87.8,0.021,0.023,0.006,0.1,8,0.08,0.25,9,12,115,1,0.08,1,0,0.01,22,0.6,3.4
Babyfood,3134,0,78,14,19.7,0,1.1,1.2,30,0,0.213,0.1,0,0.028,0.4,13.34,0.008,80,0,0,0,0,6,0.037,0.2,4,6,85,0,0.08,7,0,0.024,1.1,0.14,3.5
Babyfood,3135,0,52,10,20.5,0,1.1,1.2,29,0,0.206,0.1,0,0.03,0.4,13.64,0.006,79.2,0,0,0,0,6,0.038,0.22,4,6,83,0,0.08,5,0,0.029,0.8,0.6,3.4
Babyfood,3136,33,228,54,18.5,0,1.1,2.7,39,0,0.525,0.6,0,0.075,0.5,10.97,0.022,80.3,0.066,0.022,0.008,0.1,15,0.061,0.35,10,15,177,5,0.09,23,0,0.081,0.8,0.6,15.6
Babyfood,3139,4,30,7,23.52,0,3.7,2.7,55,0,0.72,1,0,0.21,0.8,14.28,0.02,74.3,0.13,0.04,0.02,0.2,21,0.164,0.4,17,30,306,1,0.2,3,0,0.11,1.3,0.55,22.1
Babyfood,3140,10,262,6,19,0,4.5,1.1,0,0,0.2,0.3,0,0.02,0.4,13,0.02,80,0.06,0.03,0.039,0.2,8,0.03,0.2,6,4,66,4,0.03,23,0,0.08,15.8,0.66,2.5
